uei,start_date,end_date,duration_days,main_cause,location,districts,state,latitude,longitude,severity,area_affected,human_fatality,human_injured,human_displaced,animal_fatality,description_casualties_injured,extent_of_damage,event_source,event_source_id
UEI-IMD-FL-2016-0128,2016-05-28,2016-05-28,0.0,Cloud Burst,Unknown,Tehri and Uttarkashi,UTTARAKHAND,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5 persons died,Unknown,IMD,Unknown
UEI-IMD-FL-2016-0129,2016-03-07,2016-03-07,0.0,Cloud Burst,Unknown,"Chamoli, Pithoragarh ",UTTARAKHAND,0.0,0.0,0.0,0.0,20.0,12.0,0.0,0.0,20 persons died & 12 others missing. ,i) 150 families affected. ii) 4 houses fully & 12 houses partially damaged. ,IMD,Unknown
UEI-IMD-FL-2016-0130,2016-07-16,2016-07-17,1.0,Heavy rains & Landslides,Unknown,"Dehradun, Nainital, Pauri, Tehri, Uttarkashi ",UTTARAKHAND,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,15 persons died,"i) Rishikesh-Badrinath national highway and the Rishikesh - Kedarnath National Highway between Sonprayag and Gaurikund, remained cut off.  ii) Damage to several bridges across the state reported. ",IMD,Unknown
UEI-IMD-FL-2016-0131,2016-07-21,2016-07-23,2.0,Landslide,Unknown,Dehradun,UTTARAKHAND,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,11 persons died,Unknown,IMD,Unknown
UEI-IMD-FL-2016-0132,2016-07-20,2016-07-20,0.0,Heavy rains & Landslides,Unknown,Darjeeling,WEST BENGAL,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3 persons died due to landslide,Unknown,IMD,Unknown
UEI-IMD-FL-2016-0133,2016-07-24,2016-07-25,1.0,Flood,Unknown,"Alipurdusar, Cooch Behar, Darjeeling, Jalpaiguri ",WEST BENGAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4 person dies,58000 people affected,IMD,Unknown
UEI-IMD-FL-2016-0134,2016-08-17,2016-08-17,0.0,Heavy rains,Unknown,Kolkata,WEST BENGAL,0.0,0.0,0.0,0.0,3.0,15.0,0.0,0.0,3 persons died and 15 others injured,Several trees/electric poles uprooted causing disruption in vehicular traffic & power supply,IMD,Unknown
UEI-IMD-FL-2016-0135,2016-08-23,2016-08-29,6.0,Heavy rains & Flood in Mahananda river,Unknown,"Hooghly, Howrah ",WEST BENGAL,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,5 persons died & one person drowned in Mahananda river of Malda Dist,"i) Extensive damage to the crops reported. ii) 5,550 families in 45 villages affected",IMD,Unknown
UEI-IMD-FL-2014-0001,2014-02-05,2014-12-05,303.0,Heavy rains,Unknown,"Adilabad, Karimnagar, Khammam, Krishna, Kurnool, Medak, Mahaboobnagar, Nalgonda, Nizamabad, Ranagareddy, Warangal and WestGodavari",ANDHRA PRADESH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,86 livestock perished.,"i) Damage to crops in 2,037 hectares reported. ii) Damage to horticulture in 36,380 hectares reported. iii) Damage to 86 houses reported.",IMD,Unknown
UEI-IMD-FL-2014-0002,2014-06-09,2014-09-09,92.0,Heavy rains,Unknown,East & West Godavari and Srikakulam,ANDHRA PRADESH,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4 persons died.,"Extensive damage to crops in 12,667 hectares reported",IMD,Unknown
UEI-IMD-FL-2014-0003,2014-08-14,2014-08-18,4.0,Heavy rains,Unknown,East Siang and Lohit,ARUNACHAL PRADESH,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,One person died in a landslide in EastSiang.,i) Extensive damage to standing crops reported. ii) A wooden bridge of Kadam river washed away disrupting communication along NH 52.,IMD,Unknown
UEI-IMD-FL-2014-0004,2014-06-22,2014-06-28,6.0,Flood (Brahmaputra and its tributories),Unknown,"Darrang, Kamrup (Metro),Lakhimpur, Sonitpur and Udalguri",ASSAM,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8 persons died including 4 died in a landslide.,"i) Damage to standing crops reported. ii) About 24,393 people affected of 43 villages affected. iii) Landslide reported.",IMD,Unknown
UEI-IMD-FL-2014-0005,2014-08-07,2014-10-07,61.0,Heavy rains,Unknown,Dhemaji,ASSAM,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,One person died.,i) Damage to standing crops reported. ii) About 900 people of 100 villages affected.,IMD,Unknown
UEI-IMD-FL-2014-0006,2014-07-14,2014-07-19,5.0,Heavy rains,Unknown,Sonitpur,ASSAM,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,One person died.,i) About 10 villages affected.ii) Standing crops in 100 hectares damaged.iii) Due to beach embankment flash flood occurredin Gohpur Town causing extensive damage on19 Jul,IMD,Unknown
UEI-IMD-FL-2014-0007,2014-07-23,2014-07-30,7.0,Flood (Singra and Soansiri rivers),Unknown,"Cachar, Lakhimpur and Sonitpur",ASSAM,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,16 persons died out of which 5 others died in a massive landslide in Cacher Manipur boarder area.,"i) Extensive damage to the standing crops reported. ii) About 25,000 people of 1200 villages affected. iii) NH-52 beached at the two places.",IMD,Unknown
UEI-IMD-FL-2014-0008,2014-08-15,2014-08-31,16.0,Flood (Brahmaputra and its tributories),Unknown,"Barpeta, Bongaigaon, Darrang, Dhemaji, Dhubri, Dibrugarh, Goalpara, Golaghat, Jorhat, Kamrup (Metro), Kokrajhar, Lakhimpur, Morigaon, Nagaon, Sibsagar and Sonitpur",ASSAM,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20 persons died.,"i) Extensive damage to the crops about 73,772,03  ha. crop land affected. ii) About 16,26,304 population affected. iii) About 430 sq. km. area of Kaziranga National Park and Pobitora wildlife sanctuary inundated.",IMD,Unknown
UEI-IMD-FL-2014-0009,2014-09-22,2014-09-30,8.0,Flood (Brahmaputra and its tributories),Unknown,"Barpeta, Darrang, Dhemaji, Dhubri, Goalpara, Kamrup (Metro), Kokrajhar, Lakhimpur, Morigaon, Nagaon, Sonitpur and Udalguri.",ASSAM,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,More than 45 people including 3 died in a landslide in Guwahati.,"i) Extensive damage to the crops about 1,60,128,34 ha. reported. ii) About 3,11,001 population affected. iii) More than 2,500 villages marooned.",IMD,Unknown
UEI-IMD-FL-2014-0010,2014-08-14,2014-08-27,13.0,Flood (Gandaki and Kosi),Unknown,"Darbhanga, East Champaran, Madhubani, Muzaffarpur, Nalanda, Nawada, Saharsa, Supaul and West Champaran",BIHAR,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,"19 persons died including 5 died in wall collapse, 4 swept away and other drowned.",i) Number of villages inundated. ii) About 4 lakh people badly affected. iii) Thousands of people shifted to the safer places. iv) Damage to many kachcha houses reported.,IMD,Unknown
UEI-IMD-FL-2014-0011,2014-09-14,2014-09-20,6.0,Heavy rains,Unknown,"Banka, Begusarai, Bhagalpur, Gaya, Khagaria and Kishanganj",BIHAR,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,28 persons died.,i) Damage to the crops reported. ii) Number of villages inundated. iii) Many people shifted to safer places. iv) Damage to many kachcha houses reported.,IMD,Unknown
UEI-IMD-FL-2014-0012,2014-10-14,2014-10-14,0.0,Heavy rains,Unknown,"Madhubani, Muzaffarpur, Sheohar and Sitamarhi",BIHAR,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,One person died.,Damage to several houses reported.,IMD,Unknown
UEI-IMD-FL-2014-0013,2014-07-22,2014-07-23,1.0,Heavy rains,Unknown,Bilaspur and Durg,CHHATTISGARH,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3 persons died.,About 250 villages affected badly.,IMD,Unknown
UEI-IMD-FL-2014-0014,2014-07-30,2014-07-30,0.0,Heavy rains,Unknown,Jagadalpur,CHHATTISGARH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Normal life paralysed.,IMD,Unknown
UEI-IMD-FL-2014-0015,2014-10-13,2014-10-15,2.0,Heavy rains,Unknown,"Bastar, Durg, Mahasamund, Mungeli, Jagadalpur, Raipur and Surguja",CHHATTISGARH,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6 persons died due to tree fell and house collapse incidents.,i) Damage to several houses reported. ii) Trees/electric poles uprooted. iii) Normal life paralysed.,IMD,Unknown
UEI-IMD-FL-2014-0016,2014-07-15,2014-07-18,3.0,Heavy rains,Unknown,"Kangra, Kullu, Mandi and Sirmaur and Una (Himachal Pradesh)",HIMACHAL PRADESH,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,One person died while other drowned in Sirmaur.,i) Damage to the crops reported. ii) Power generations shut down in Kullu. iii) Landslides reported at various places including Kumarhatti-Nahan NH.,IMD,Unknown
UEI-IMD-FL-2014-0017,2014-07-23,2014-07-30,7.0,Heavy rains,Unknown,"Kangra, Kullu, Mandi and Shimla",HIMACHAL PRADESH,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3 persons died due to landslide in Kangra.,i) Landslides reported at many places. ii) Damage to the crops and apple orchards reported.,IMD,Unknown
UEI-IMD-FL-2014-0018,2014-06-08,2014-08-08,61.0,Heavy rains,Unknown,Bilaspur and Mandi,HIMACHAL PRADESH,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4 persons washed away in their car while other died in Mandi.,"i) Damage to the crops reported. ii) Landslides reported. iii) NH-72 , Kangra ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“Chadigarh and Dharamsala ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ Hosiarpur roads blocked due to landslide.",IMD,Unknown
UEI-IMD-FL-2014-0019,2014-08-13,2014-08-15,2.0,Heavy rains,Unknown, Hamirur and Mandi,HIMACHAL PRADESH,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,9 persons died in different incidents while 4 others washed away.,"i) Extensive damage to the maize and tomato crops reported. ii) Landslides reported at many places causing damages to the houses and blocking NH Shimla-Kangra, Chandigarh-Manali and Dharamshala-Hoshiarpur.",IMD,Unknown
UEI-IMD-FL-2014-0020,2014-01-22,2014-01-22,0.0,Heavy rains,Unknown,Udhampur,JAMMU & KASHMIR,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2 persons buried alive in a house collapse in Kud area.,Unknown,IMD,Unknown
UEI-IMD-FL-2014-0021,2014-07-24,2014-07-24,0.0,Heavy rains,Unknown,Jammu,JAMMU & KASHMIR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Many cattle heads washed away.,"i) Damage to the standing crops reported. ii) Many houses, shops and structures damaged.",IMD,Unknown
UEI-IMD-FL-2014-0022,2014-07-31,2014-07-31,0.0,Heavy rains,Unknown,Pulwama,JAMMU & KASHMIR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,"A masjid, some houses and cow shed damaged in a village Gundbal.",IMD,Unknown
UEI-IMD-FL-2014-0023,2014-02-09,2014-02-09,0.0,"Flood (Jehlum,Chenab, Tawi)",Unknown,"Most parts of Jammu & Kashmir (Worst affected districts Anantanag, Budgaum, Baramulla, Ganderbal, Kulgam, Poonch, Pulwama, Rajouri, Reasi and Srinagar.",JAMMU & KASHMIR,0.0,0.0,0.0,0.0,200.0,0.0,0.0,2500.0,"i) More than 200 people died including a bus carrying 63 passengers washed away in flash flood in Rajouri. ii) About 2,500 livestock perished.",i) Extensive damage to agricultural land and infrastructure reported. ii) River Jhelum had breached embankments in several parts. iii)About 2600 villages submerged. iv)Extensive damage to lakhs of houses reported. v) Massive landslides reported. vi)Thousands of Vaishnavdevi pilgrims stranded. vii)Many major and minor roads cut off and number of bridges washed away. viii)Thousands of people shifted to safer places. ix) More than 4 lakh people stranded for many days. x) NH Jammu- Srinagar closed due to massive landslides at various places.,IMD,Unknown
UEI-IMD-FL-2014-0024,2014-09-11,2014-09-11,0.0,Heavy rains (Cloudburst),Unknown,Anantanag,JAMMU & KASHMIR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"14 persons injured in Patti Samdal village, Kokernag.",Damage to the property worth lakhs of rupees reported.,IMD,Unknown
UEI-IMD-FL-2014-0025,2014-12-10,2014-10-14,0.0,Heavy rains,Unknown,Parts of Jharkhand,JHARKHAND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Several persons injured.,About 300 houses damaged. Many people shifted to safer places.,IMD,Unknown
UEI-IMD-FL-2014-0026,2014-08-03,2014-10-03,61.0,Heavy rains,Unknown,Belguam and Bijapur,KARNATAKA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Belguam : One woman died when a tree fell on her and other due to wall collapse. Bijapur: One person and a child died in Sindagi Tehsil due to wall collapse.,Unknown,IMD,Unknown
UEI-IMD-FL-2014-0027,2014-05-19,2014-05-20,1.0,Heavy rains,Unknown,Chamarajnagar and Shimoga,KARNATAKA,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5 persons including one woman died due to house collapse.,Unknown,IMD,Unknown
UEI-IMD-FL-2014-0028,2014-02-06,2014-06-06,120.0,Heavy rains,Unknown,"Bellary, Gadag and Koppal",KARNATAKA,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,One woman died due to house collapse in Sandur Tehsil. One boy died in Gadag city and 3 others died when a tree and electric pole fell on them in Ganavathy town resp.,Unknown,IMD,Unknown
UEI-IMD-FL-2014-0029,2014-06-28,2014-06-29,1.0,Heavy rains,Unknown,Banglore & Gadag,KARNATAKA,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2 women died due to house collapse.,Unknown,IMD,Unknown
UEI-IMD-FL-2014-0030,2014-04-07,2014-09-07,153.0,Heavy rains,Unknown,"Banglore Rural, Gadag, Haveri and Kolar",KARNATAKA,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4 persons died due to house collapse and other swept away.,Unknown,IMD,Unknown
UEI-IMD-FL-2014-0031,2014-07-31,2014-07-31,0.0,Heavy rains,Unknown,Haveri and Uttara Kannada,KARNATAKA,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,One man and a girl died in house collapse in Ranebennur town and other swept away in canal in Mundagod Tehsil resp.,Unknown,IMD,Unknown
UEI-IMD-FL-2014-0032,2014-01-08,2014-08-08,212.0,Heavy rains,Unknown,"Chickmagalur, Dakshina Kannada, Dharwad, Raichur and Uttara Kannada.",KARNATAKA,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,"One person swept away in Koppa Tehsil, 4 persons died due to wall collapse in Karkala & Hubli Tehsil, other swept away in Krishna river in Devadurga Tehsil and 2 persons swept away in Honavar and Joida Tehsil resp.",Unknown,IMD,Unknown
UEI-IMD-FL-2014-0033,2014-08-23,2014-08-31,8.0,Heavy rains,Unknown,"Bidar, Bijapur, Chamarajanagar, Gadag, Gulbarga, Raichur, Tumkur and Yadgir.",KARNATAKA,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,"2 persons died, 6 persons swept away, 7 others died due to house collapse.",Unknown,IMD,Unknown
UEI-IMD-FL-2014-0034,2014-01-09,2014-01-09,0.0,Heavy rains,Unknown,Chitradurga,KARNATAKA,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,One woman died due to house collapse.,"i) 12,310 houses damaged. ii) Crops in 0.228 m. ha. damaged.",IMD,Unknown
UEI-IMD-FL-2014-0035,2014-02-09,2014-02-09,0.0,Heavy rains,Unknown,Gulbarga,KARNATAKA,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,One man swept away in canal in Sedam Tehsil.,Unknown,IMD,Unknown
UEI-IMD-FL-2014-0036,2014-09-24,2014-09-24,0.0,Heavy rains,Unknown,Bellary,KARNATAKA,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,One man died due to house collapse in Kampli town.,Unknown,IMD,Unknown
UEI-IMD-FL-2014-0037,2014-01-10,2014-01-10,0.0,Heavy rains,Unknown,Tumkur,KARNATAKA,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,One man died due to house collapse.,Unknown,IMD,Unknown
UEI-IMD-FL-2014-0038,2014-05-10,2014-09-10,123.0,Heavy rains,Unknown,"Bengalur Urban, Chikmagalur and Dharwad",KARNATAKA,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,"One girl and 2 women swept away in a canal in Bilekalli and Yegati village, other died due to house collapse in Begaluru city while one person died when a sheet of the bus stand roof fell on him in Navalgund town resp.",Unknown,IMD,Unknown
UEI-IMD-FL-2014-0039,2014-10-25,2014-10-25,0.0,Heavy rains,Unknown,Bellary,KARNATAKA,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,One person swept away in a canal.,Unknown,IMD,Unknown
UEI-IMD-FL-2014-0040,2014-10-28,2014-10-28,0.0,Heavy rains,Unknown,Bengaluru Urban,KARNATAKA,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,One woman died due to house collapse.,Unknown,IMD,Unknown
UEI-IMD-FL-2014-0041,2014-07-03,2014-09-03,62.0,Heavy rains,Unknown,Wayanad,KERALA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,i) One house damaged completely. ii) More than 100 banana plants uprooted in Athiyoor colony. iii)Several bamboo trees uprooted and fell across the National Highway leading to traffic disruption.,IMD,Unknown
UEI-IMD-FL-2014-0042,2014-03-25,2014-03-25,0.0,Heavy rains,Unknown,Wayanad,KERALA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,"More than 1,000 banana and tapioca plantations uprooted causing damage worth rupees 4 lakhs reported.",IMD,Unknown
UEI-IMD-FL-2014-0043,2014-10-04,2014-04-16,0.0,Heavy rains,Unknown,"Alappuzha, Kasaragod, Kozhikode, Thiruvananthapuram, Thrissur and Wayanad",KERALA,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6 persons died including 2 children.,"i) Thousands of banana, rubber and betel-leaves plantations and crops in Neyyattinkara & Katakkada Tehsils damaged. ii) Several electric and electronic equipments damaged. iii) Damage worth rupees lakhs reported. iv)Roofs of several houses blown away. v) 10 houses completely and 15 partially damaged. vi)Low lying areas inundated. vii)Several trees/electric poles uprooted causing disruption in vehicular traffic and power supply.",IMD,Unknown
UEI-IMD-FL-2014-0044,2014-04-19,2014-04-30,11.0,Heavy rains,Unknown,Thiruvananthapuram and Wayanad,KERALA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,"i) About 10,000 banana plantations in more than 3 acres of land damaged. Jackfruit and mango trees uprooted. ii) Acres of banana, tapioca and coconut plantations damaged. iii)About 100 houses completely and 400 partially damaged. iv)About 160 electric poles and more than 50 trees uprooted causing disruption traffic and power supply.",IMD,Unknown
UEI-IMD-FL-2014-0045,2014-07-15,2014-07-16,1.0,Heavy rains,Unknown,Burhanpur and Vidisha,MADHYA PRADESH,0.0,0.0,0.0,0.0,7.0,9.0,0.0,0.0,7 boys died due to wall collapse in Daulatpur area and 9 others injured while other died in Vidisha.,Unknown,IMD,Unknown
UEI-IMD-FL-2014-0046,2014-07-20,2014-07-25,5.0,Heavy rains,Unknown,"Betul, Harda, Hoshangabad, Indore, Khargone and Raisen",MADHYA PRADESH,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,16 persons died.,Damage to the standing crops reported. More than 1200 villages affected.,IMD,Unknown
UEI-IMD-FL-2014-0047,2014-03-03,2014-04-03,31.0,Heavy rains,Unknown,Washim,MAHARASHTRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Extensive damage to the gram crops reported.,IMD,Unknown
UEI-IMD-FL-2014-0048,2014-09-03,2014-09-03,0.0,Heavy rains,Unknown,Sangli,MAHARASHTRA,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,One woman died due to wall collapse.,Unknown,IMD,Unknown
UEI-IMD-FL-2014-0049,2014-04-19,2014-04-19,0.0,Heavy rains,Unknown,"Buldhana, Pune and Washim",MAHARASHTRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,"About 10,000 poultry birds in Pune perished.","Damage to the corn, peanut and awla crops reported.",IMD,Unknown
UEI-IMD-FL-2014-0050,2014-10-06,2014-10-06,0.0,Heavy rains,Unknown,Ahmednagar,MAHARASHTRA,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2 persons died due to wall collapse.,Unknown,IMD,Unknown
UEI-IMD-FL-2014-0051,2014-07-13,2014-07-13,0.0,Heavy rains,Unknown,Mumbai,MAHARASHTRA,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,"One person died due to roof fell in Colaba, 3 others due to wall collapse in Shiwadi and Malad.",Unknown,IMD,Unknown
UEI-IMD-FL-2014-0052,2014-07-23,2014-07-28,5.0,Heavy rains,Unknown,Nagpur (Maharashtra),MAHARASHTRA,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,One student drowned.,i) Many areas flooded. ii) An electric substation damaged.,IMD,Unknown
UEI-IMD-FL-2014-0053,2014-07-31,2014-07-31,0.0,Heavy rains,Unknown,Mumbai,MAHARASHTRA,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,One died due to landslide in Chembur.,Unknown,IMD,Unknown
UEI-IMD-FL-2014-0054,2014-05-08,2014-05-08,0.0,Heavy rains,Unknown,"Pune (Malin village, Ambegaon Taluka)",MAHARASHTRA,0.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,144 people buried under the massive landslide.,Most of the houses of the village were hit by the landslide.,IMD,Unknown
UEI-IMD-FL-2014-0055,2014-05-08,2014-06-08,31.0,Heavy rains,Unknown,"Bhandara, Gondia and Ratnagiri",MAHARASHTRA,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3 persons died.,"Landslides reported in Khed taluka and Poladpur-Mahabaleshwar road. Bhandara, Gondia i) 7 houses completely and 100 houses partially damaged. ii) 33 cattle sheds damaged.",IMD,Unknown
UEI-IMD-FL-2014-0056,2014-08-09,2014-09-09,31.0,Heavy rains,Unknown,"Chandrapur, Gadchiroli and Wardha",MAHARASHTRA,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,One woman died due to house collapse.,i) Armori village submerged. ii) Several linking roads cut off.,IMD,Unknown
UEI-IMD-FL-2014-0057,2014-09-23,2014-09-30,7.0,Heavy rain,Unknown,Districts of Garo hills,MEGHALAYA,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,About 45 persons died while many of them died in the massive landslides.,"i) Landslides reported. ii) Many villages inundated affecting about 1 lakh people in the district. iii) Many houses washed away. iv)People shifted to safer places. v) NH-51, roads and many bridges damaged and washed away.",IMD,Unknown
UEI-IMD-FL-2014-0058,2014-05-27,2014-05-28,1.0,Heavy rain,Unknown,Balangir and Nayapara,ODISHA,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,One person died and other injured.,Unknown,IMD,Unknown
UEI-IMD-FL-2014-0059,2014-07-19,2014-07-24,5.0,Heavy rain,Unknown,"Balasore, Bhadrak, Bargarh, Jajpur, Kalahandi, Keonjhar, Khurda, Mayurbhanj, Nuapada and Sundergarh",ODISHA,0.0,0.0,0.0,0.0,12.0,0.0,0.0,38.0,i) 12 persons died. ii) 38 livestock perished.,"i) Damage to the crops in 11,000 ha. cropland reported. ii) Baitarani river breached its embankment. iii) Damage to many houses reported. iv)About 10,000 people were evacuated and moved to safer places. v) Gushing waters have washed roads while disrupting public transport in many places.",IMD,Unknown
UEI-IMD-FL-2014-0060,2014-07-27,2014-07-30,3.0,Heavy rain,Unknown,"Bargarh, Balangir, Boudh, Kandhamal, Koraput and Nayagarh",ODISHA,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3 persons died.,i) Extensive damage to the crops reported. ii) Damage to many houses reported.,IMD,Unknown
UEI-IMD-FL-2014-0061,2014-03-08,2014-08-16,161.0,"Flood (Baitrani, Budhaba langa, Subarnarekha and Mahanadi)",Unknown,"Most parts of Odisha (worst affected Bhadrak, Cuttack, Jagatsinghpur, Jajpur, Jharsuguda, Kendrapada, Khurda and Puri)",ODISHA,0.0,0.0,0.0,0.0,45.0,0.0,0.0,149.0,i) 45 people died. ii) 149 livestock perished.,"i) Damage to the crops in 3,67,691 ha. area affected. ii) Damage to the 45,953 houses reported. iii)Across 23 districts near about 830 villages marooned. iv)32.9 lakh people affected. v) Thousands of people shifted to safer places.",IMD,Unknown
UEI-IMD-FL-2014-0062,2014-05-09,2014-09-09,123.0,Heavy rain,Unknown,"Boudh, Gajapati, Khandhamal, Nayagarh and Subarnapur",ODISHA,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3 persons died.,Unknown,IMD,Unknown
UEI-IMD-FL-2014-0063,2014-04-09,2014-10-09,183.0,Heavy rain,Unknown,"Amritsar, Fazilka and Gurdaspur",PUNJAB,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,22 persons died in different incidents of house and roof collapse.,Low lying villages inundated.,IMD,Unknown
